smiles,cation_name,cation_smiles,anion_name,anion_smiles,molecular_weight
CCCCCCCCCCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,410.4269999999999
CCCCCCCCCCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,Cl,[Cl-],300.918
CCCCCCCCCCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,Br,[Br-],345.36899999999997
CCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,331.50800000000004
CCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,355.5300000000001
CC(=O)[O-].CCCCCCCCCCCC[n+]1ccn(CC)c1,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,324.50900000000007
CCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,323.55
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,327.46900000000005
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,414.53400000000005
CCCCCCCCCCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,390.59000000000015
CCCCCCCCCCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,376.5630000000001
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,362.53600000000006
CCCCCCCCCCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,339.5240000000001
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,379.58900000000017
CC(O)C(=O)[O-].CCCCCCCCCCCC[n+]1ccn(CC)c1,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,354.5350000000001
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,378.47900000000004
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,645.6260000000002
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,445.59800000000007
CCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,380.3490000000001
CCCCCCCCCCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,418.5590000000002
CCCCCCCCCCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,360.5640000000001
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,310.482
CCCCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C12,CCCCCCCCCCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,386.5800000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,573.6660000000003
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,380.323
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,438.48099999999994
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.[Cl-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,Cl,[Cl-],328.972
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.[Br-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,Br,[Br-],373.423
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,359.56200000000007
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,383.5840000000001
CC(=O)[O-].CCCCCCCCCCCCCC[n+]1ccn(CC)c1,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,OAc,CC([O-])=O,352.5630000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[S-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,SCN,[S-]C#N,351.60400000000004
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,355.5230000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,442.5880000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,418.6440000000002
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,404.61700000000013
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,390.5900000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,367.57800000000015
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,407.6430000000002
CC(O)C(=O)[O-].CCCCCCCCCCCCCC[n+]1ccn(CC)c1,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,382.5890000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,406.5330000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,673.6800000000003
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,473.6520000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,408.40300000000013
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,446.6130000000002
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,388.6180000000001
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=C[O-],IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,Formate,[O-]C=O,338.53600000000006
CCCCCCCCCCCCCC[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-C14,CCCCCCCCCCCCCC[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,414.6340000000001
CC=C[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,417.353
CC=C[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,224.00999999999996
CC=C[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,282.16799999999995
CC=C[n+]1ccn(CC)c1.[Cl-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,Cl,[Cl-],172.659
CC=C[n+]1ccn(CC)c1.[Br-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,Br,[Br-],217.10999999999999
CC=C[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,203.249
CC=C[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,227.271
CC(=O)[O-].CC=C[n+]1ccn(CC)c1,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,OAc,CC([O-])=O,196.24999999999997
CC=C[n+]1ccn(CC)c1.N#C[S-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,SCN,[S-]C#N,195.291
CC=C[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,199.20999999999998
CC=C[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,286.275
CC=C[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,262.33099999999996
CC=C[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,248.30399999999997
CC=C[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,234.277
CC=C[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,211.26499999999996
CC=C[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,251.32999999999996
CC(O)C(=O)[O-].CC=C[n+]1ccn(CC)c1,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,226.27599999999998
CC=C[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,250.21999999999994
CC=C[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,517.3670000000001
CC=C[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,317.339
CC=C[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,252.09
CC=C[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,290.3
CC=C[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,232.30499999999998
CC=C[n+]1ccn(CC)c1.O=C[O-],IM-C2-allyl,CC=C[n+]1ccn(CC)c1,Formate,[O-]C=O,182.22299999999998
CC=C[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-allyl,CC=C[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,258.32099999999997
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,467.41300000000007
CCn1cc[n+]2c1C=CC=CC(C)=C2.F[B-](F)(F)F,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,BF4,F[B-](F)(F)F,274.07
CCn1cc[n+]2c1C=CC=CC(C)=C2.F[P-](F)(F)(F)(F)F,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,PF6,F[P-](F)(F)(F)(F)F,332.22799999999995
CCn1cc[n+]2c1C=CC=CC(C)=C2.[Cl-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,Cl,[Cl-],222.719
CCn1cc[n+]2c1C=CC=CC(C)=C2.[Br-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,Br,[Br-],267.16999999999996
CCn1cc[n+]2c1C=CC=CC(C)=C2.N#C[N-]C#N,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,DCA,N#C[N-]C#N,253.309
CCn1cc[n+]2c1C=CC=CC(C)=C2.N#C[C-](C#N)C#N,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,TCM,[C-](C#N)(C#N)C#N,277.331
CC(=O)[O-].CCn1cc[n+]2c1C=CC=CC(C)=C2,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,OAc,CC([O-])=O,246.30999999999997
CCn1cc[n+]2c1C=CC=CC(C)=C2.N#C[S-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,SCN,[S-]C#N,245.351
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=[N+]([O-])[O-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,NO3,[O-][N+]([O-])=O,249.26999999999998
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=S(=O)([O-])C(F)(F)F,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,OTf,[O-]S(=O)(=O)C(F)(F)F,336.335
CCOS(=O)(=O)[O-].CCn1cc[n+]2c1C=CC=CC(C)=C2,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,EtSO4,CCOS([O-])(=O)=O,312.391
CCn1cc[n+]2c1C=CC=CC(C)=C2.COS(=O)(=O)[O-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,MeSO4,COS([O-])(=O)=O,298.36400000000003
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=S(=O)([O-])O,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,HSO4,[O-]S(O)(=O)=O,284.33700000000005
CCn1cc[n+]2c1C=CC=CC(C)=C2.NCC(=O)[O-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,Gly,[NH2]CC([O-])=O,261.325
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=C([O-])C1CCCN1,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,Pro,[O-]C(=O)C1CCCN1,301.3900000000001
CC(O)C(=O)[O-].CCn1cc[n+]2c1C=CC=CC(C)=C2,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,Lac,CC(O)C([O-])=O,276.336
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=C([O-])C(F)(F)F,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,TFA,[O-]C(=O)C(F)(F)F,300.28
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,567.4270000000002
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,367.39900000000006
CCn1cc[n+]2c1C=CC=CC(C)=C2.N#C[B-](C#N)(C#N)C#N,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,302.15000000000003
CCOP(=O)([O-])OCC.CCn1cc[n+]2c1C=CC=CC(C)=C2,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,DEP,CCOP([O-])(=O)OCC,340.3600000000001
CCn1cc[n+]2c1C=CC=CC(C)=C2.CS(=O)(=O)[O-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,MeSO3,CS([O-])(=O)=O,282.365
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=C[O-],IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,Formate,[O-]C=O,232.283
CCn1cc[n+]2c1C=CC=CC(C)=C2.O=C([O-])c1ccccc1,IM-C2-benzyl,CCn1cc[n+]2c1C=CC=CC(C)=C2,Benzoate,[O-]C(=O)c1ccccc1,308.381
CCCO[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,435.36800000000005
CCCO[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,242.02499999999998
CCCO[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,300.18299999999994
CCCO[n+]1ccn(CC)c1.[Cl-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,Cl,[Cl-],190.674
CCCO[n+]1ccn(CC)c1.[Br-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,Br,[Br-],235.125
CCCO[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,221.264
CCCO[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,245.286
CC(=O)[O-].CCCO[n+]1ccn(CC)c1,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,OAc,CC([O-])=O,214.265
CCCO[n+]1ccn(CC)c1.N#C[S-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,SCN,[S-]C#N,213.306
CCCO[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,217.225
CCCO[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,304.28999999999996
CCCO[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,280.346
CCCO[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,266.319
CCCO[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,252.292
CCCO[n+]1ccn(CC)c1.NCC(=O)[O-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,Gly,[NH2]CC([O-])=O,229.27999999999997
CCCO[n+]1ccn(CC)c1.O=C([O-])C1CCCN1,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,Pro,[O-]C(=O)C1CCCN1,269.3449999999999
CC(O)C(=O)[O-].CCCO[n+]1ccn(CC)c1,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,Lac,CC(O)C([O-])=O,244.291
CCCO[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,TFA,[O-]C(=O)C(F)(F)F,268.23499999999996
CCCO[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,BETI,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,535.3820000000002
CCCO[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,FSI,[N-](S(=O)(=O)F)S(=O)(=O)F,335.35400000000004
CCCO[n+]1ccn(CC)c1.N#C[B-](C#N)(C#N)C#N,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,B(CN)4,[B-](C#N)(C#N)(C#N)C#N,270.105
CCCO[n+]1ccn(CC)c1.CCOP(=O)([O-])OCC,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,DEP,CCOP([O-])(=O)OCC,308.31500000000005
CCCO[n+]1ccn(CC)c1.CS(=O)(=O)[O-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,MeSO3,CS([O-])(=O)=O,250.32
CCCO[n+]1ccn(CC)c1.O=C[O-],IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,Formate,[O-]C=O,200.238
CCCO[n+]1ccn(CC)c1.O=C([O-])c1ccccc1,IM-C2-hydroxyethyl,CCCO[n+]1ccn(CC)c1,Benzoate,[O-]C(=O)c1ccccc1,276.336
CCOC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,NTf2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,435.36800000000005
CCOC[n+]1ccn(CC)c1.F[B-](F)(F)F,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,BF4,F[B-](F)(F)F,242.02499999999998
CCOC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,PF6,F[P-](F)(F)(F)(F)F,300.18299999999994
CCOC[n+]1ccn(CC)c1.[Cl-],IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,Cl,[Cl-],190.674
CCOC[n+]1ccn(CC)c1.[Br-],IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,Br,[Br-],235.125
CCOC[n+]1ccn(CC)c1.N#C[N-]C#N,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,DCA,N#C[N-]C#N,221.264
CCOC[n+]1ccn(CC)c1.N#C[C-](C#N)C#N,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,TCM,[C-](C#N)(C#N)C#N,245.286
CC(=O)[O-].CCOC[n+]1ccn(CC)c1,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,OAc,CC([O-])=O,214.265
CCOC[n+]1ccn(CC)c1.N#C[S-],IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,SCN,[S-]C#N,213.306
CCOC[n+]1ccn(CC)c1.O=[N+]([O-])[O-],IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,NO3,[O-][N+]([O-])=O,217.225
CCOC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,OTf,[O-]S(=O)(=O)C(F)(F)F,304.28999999999996
CCOC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,EtSO4,CCOS([O-])(=O)=O,280.346
CCOC[n+]1ccn(CC)c1.COS(=O)(=O)[O-],IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,MeSO4,COS([O-])(=O)=O,266.319
CCOC[n+]1ccn(CC)c1.O=S(=O)([O-])O,IM-C2-methoxyethyl,CCOC[n+]1ccn(CC)c1,HSO4,[O-]S(O)(=O)=O,252.292
